feature,importance
mean_throughput,0.3405927781449655
avg_utilization,0.20716218149143056
std_throughput,0.17467729620113384
peak_utilization,0.12048978435595155
max_throughput,0.11805208660282263
link_Link_2,0.02072063698865195
throughput_trend,0.010062775284372258
link_Link_3,0.004288718355702312
loss_count,0.0016480691691676957
loss_rate,0.0014677857531707312
link_Link_1,0.000837887652631078
max_burst_length,0.0
time_since_last_loss,0.0
